1st,2nd,3rd,4th,Prize,1 / Probability
1,9,8,4,"$4,953.00",7436.88
1,9,8,5,"$6,368.00",9561.70
1,9,8,6,"$7,075.00",10624.11
1,9,8,7,"$7,783.00",11686.52
1,9,8,10,"$14,151.00",21248.20
1,9,8,11,"$17,689.00",26560.28
1,9,8,12,"$21,226.00",31872.31
1,9,10,2,"$4,871.00",7314.61
1,9,10,3,"$6,089.00",9143.26
1,9,10,4,"$8,525.00",12800.57
1,9,10,5,"$10,961.00",16457.87
1,9,10,6,"$12,178.00",18286.52
1,9,10,7,"$13,396.00",20115.18
1,9,10,8,"$14,614.00",21943.83
1,9,10,11,"$30,446.00",45716.38
1,9,10,12,"$36,535.00",54859.45
1,9,11,2,"$6,147.00",9230.21
1,9,11,3,"$7,684.00",11537.76
1,9,11,4,"$10,758.00",16152.87
1,9,11,5,"$13,831.00",20768.00
1,9,11,6,"$15,368.00",23075.56
1,9,11,7,"$16,905.00",25383.09
1,9,11,8,"$18,441.00",27690.63
1,9,11,10,"$30,736.00",46151.01
1,9,11,12,"$46,104.00",69226.67
1,9,12,3,"$9,279.00",13932.27
1,9,12,4,"$12,990.00",19505.19
1,9,12,5,"$16,702.00",25078.12
1,9,12,6,"$18,557.00",27864.54
1,9,12,7,"$20,413.00",30650.97
1,9,12,8,"$22,269.00",33437.44
1,9,12,10,"$37,115.00",55728.93
1,9,12,11,"$46,393.00",69661.17
1,10,2,3,"$1,361.00",2043.57
1,10,2,4,"$1,905.00",2861.00
1,10,2,5,"$2,450.00",3678.42
1,10,2,6,"$2,722.00",4087.14
1,10,2,7,"$2,994.00",4495.85
1,10,2,8,"$3,266.00",4904.57
1,10,2,9,"$4,083.00",6130.71
1,10,2,11,"$6,805.00",10217.84
1,10,2,12,"$8,166.00",12261.41
1,10,3,2,"$1,439.00",2161.26
1,10,3,4,"$2,519.00",3782.20
1,10,3,5,"$3,239.00",4862.83
1,10,3,6,"$3,598.00",5403.14
1,10,3,7,"$3,958.00",5943.46
1,10,3,8,"$4,318.00",6483.77
1,10,3,9,"$5,398.00",8104.72
1,10,3,11,"$8,996.00",13507.85
1,10,3,12,"$10,795.00",16209.43
1,10,4,2,"$2,141.00",3214.06
1,10,4,3,"$2,676.00",4017.58
1,10,4,5,"$4,816.00",7231.64
1,10,4,6,"$5,351.00",8035.16
1,10,4,7,"$5,886.00",8838.67
1,10,4,8,"$6,422.00",9642.19
1,10,4,9,"$8,027.00",12052.74
1,10,4,11,"$13,378.00",20087.90
1,10,4,12,"$16,054.00",24105.45
1,10,5,2,"$2,842.00",4266.87
1,10,5,3,"$3,552.00",5333.58
1,10,5,4,"$4,973.00",7467.02
1,10,5,6,"$7,104.00",10667.17
1,10,5,7,"$7,815.00",11733.88
1,10,5,8,"$8,525.00",12800.61
1,10,5,9,"$10,656.00",16000.74
1,10,5,11,"$17,760.00",26667.95
1,10,5,12,"$21,312.00",32001.54
1,10,6,2,"$3,192.00",4793.27
1,10,6,3,"$3,990.00",5991.59
1,10,6,4,"$5,586.00",8388.22
1,10,6,5,"$7,183.00",10784.86
1,10,6,7,"$8,779.00",13181.50
1,10,6,8,"$9,577.00",14379.82
1,10,6,9,"$11,971.00",17974.75
1,10,6,11,"$19,951.00",29957.97
1,10,6,12,"$23,942.00",35949.50
1,10,7,2,"$3,543.00",5319.67
1,10,7,4,"$6,200.00",9309.43
1,10,7,5,"$7,971.00",11969.27
1,10,7,6,"$8,857.00",13299.18
1,10,7,8,"$10,628.00",15959.02
1,10,7,9,"$13,286.00",19948.77
1,10,7,11,"$22,143.00",33248.00
1,10,7,12,"$26,571.00",39897.54
1,10,8,2,"$3,893.00",5846.08
1,10,8,3,"$4,867.00",7307.60
1,10,8,4,"$6,813.00",10230.63
1,10,8,5,"$8,760.00",13153.67
1,10,8,6,"$9,733.00",14615.18
1,10,8,7,"$10,707.00",16076.71
1,10,8,9,"$14,600.00",21922.81
1,10,8,11,"$24,334.00",36537.96
1,10,8,12,"$29,200.00",43845.61
1,10,9,2,"$4,945.00",7425.28
1,10,9,3,"$6,181.00",9281.60
1,10,9,4,"$8,654.00",12994.24
1,10,9,5,"$11,126.00",16706.87
1,10,9,6,"$12,363.00",18563.21
1,10,9,7,"$13,599.00",20419.54
1,10,9,8,"$14,835.00",22275.83
1,10,9,11,"$30,907.00",46408.02
1,10,9,12,"$37,088.00",55689.52
1,10,11,2,"$8,451.00",12689.31
1,10,11,3,"$10,564.00",15861.64
1,10,11,4,"$14,789.00",22206.28
1,10,11,5,"$19,014.00",28550.95
1,10,11,6,"$21,127.00",31723.27
1,10,11,7,"$23,240.00",34895.61
1,10,11,8,"$25,353.00",38067.97
1,10,11,9,"$31,691.00",47584.83
1,10,11,12,"$63,381.00",95170.12
1,10,12,2,"$10,204.00",15321.33
1,10,12,3,"$12,755.00",19151.66
1,10,12,4,"$17,856.00",26812.31
1,10,12,5,"$22,958.00",34473.01
1,10,12,6,"$25,509.00",38303.32
1,10,12,7,"$28,060.00",42133.65
1,10,12,8,"$30,611.00",45963.91
1,10,12,9,"$38,264.00",57455.08
1,10,12,11,"$63,773.00",95757.92
1,11,2,3,"$1,736.00",2606.99
1,11,2,4,"$2,431.00",3649.79
1,11,2,5,"$3,125.00",4692.58
1,11,2,6,"$3,472.00",5213.98
1,11,2,7,"$3,820.00",5735.38
1,11,2,8,"$4,167.00",6256.78
1,11,2,9,"$5,209.00",7820.97
1,11,2,10,"$6,945.00",10427.96
1,11,2,12,"$10,417.00",15641.94
1,11,3,2,"$1,835.00",2755.42
1,11,3,4,"$3,211.00",4821.98
1,11,3,6,"$4,588.00",6888.54
1,11,3,7,"$5,046.00",7577.40
1,11,3,8,"$5,505.00",8266.25
1,11,3,9,"$6,881.00",10332.82
1,11,3,10,"$9,175.00",13777.08
1,11,3,12,"$13,763.00",20665.64
1,11,4,2,"$2,727.00",4095.07
1,11,4,3,"$3,409.00",5118.83
1,11,4,5,"$6,136.00",9213.90
1,11,4,6,"$6,818.00",10237.67
1,11,4,7,"$7,500.00",11261.44
1,11,4,8,"$8,182.00",12285.21
1,11,4,9,"$10,227.00",15356.50
1,11,4,10,"$13,636.00",20475.31
1,11,4,12,"$20,454.00",30713.00
1,11,5,2,"$3,619.00",5434.71
1,11,5,3,"$4,524.00",6793.40
1,11,5,4,"$6,334.00",9510.75
1,11,5,6,"$9,049.00",13586.79
1,11,5,7,"$9,953.00",14945.47
1,11,5,8,"$10,858.00",16304.14
1,11,5,9,"$13,573.00",20380.17
1,11,5,10,"$18,097.00",27173.54
1,11,5,12,"$27,146.00",40760.43
1,11,6,2,"$4,066.00",6104.54
1,11,6,3,"$5,082.00",7630.68
1,11,6,4,"$7,115.00",10682.95
1,11,6,5,"$9,147.00",13735.21
1,11,6,7,"$11,180.00",16787.48
1,11,6,8,"$12,197.00",18313.61
1,11,6,9,"$15,246.00",22892.04
1,11,6,10,"$20,328.00",30522.70
1,11,6,12,"$30,491.00",45783.98
1,11,7,2,"$4,512.00",6774.37
1,11,7,3,"$5,640.00",8467.96
1,11,7,4,"$7,895.00",11855.14
1,11,7,5,"$10,151.00",15242.32
1,11,7,6,"$11,279.00",16935.92
1,11,7,8,"$13,535.00",20323.10
1,11,7,9,"$16,919.00",25403.86
1,11,7,10,"$22,558.00",33871.78
1,11,7,12,"$33,837.00",50807.84
1,11,8,2,"$4,958.00",7444.19
1,11,8,3,"$6,197.00",9305.23
1,11,8,4,"$8,676.00",13027.33
1,11,8,5,"$11,155.00",16749.44
1,11,8,6,"$12,394.00",18610.47
1,11,8,7,"$13,634.00",20471.54
1,11,8,9,"$18,591.00",27915.73
1,11,8,10,"$24,788.00",37220.94
1,11,8,12,"$37,183.00",55831.30
1,11,9,2,"$6,296.00",9453.66
1,11,9,3,"$7,870.00",11817.08
1,11,9,4,"$11,018.00",16543.91
1,11,9,6,"$15,740.00",23634.18
1,11,9,7,"$17,314.00",25997.59
1,11,9,8,"$18,888.00",28360.99
1,11,9,10,"$31,480.00",47268.36
1,11,9,12,"$47,220.00",70902.37
1,11,10,2,"$8,526.00",12802.79
1,11,10,3,"$10,658.00",16003.48
1,11,10,4,"$14,921.00",22404.90
1,11,10,5,"$19,184.00",28806.24
1,11,10,6,"$21,316.00",32006.96
1,11,10,7,"$23,448.00",35207.67
1,11,10,8,"$25,579.00",38408.36
1,11,10,9,"$31,974.00",48010.45
1,11,10,12,"$63,948.00",96020.89
1,11,12,2,"$12,987.00",19501.05
1,11,12,3,"$16,234.00",24376.27
1,11,12,4,"$22,728.00",34126.78
1,11,12,5,"$29,221.00",43877.35
1,11,12,6,"$32,468.00",48752.66
1,11,12,7,"$35,715.00",53627.93
1,11,12,8,"$38,962.00",58503.14
1,11,12,9,"$48,702.00",73128.82
1,11,12,10,"$64,937.00",97504.85
1,12,2,3,"$2,112.00",3170.76
1,12,2,4,"$2,956.00",4439.07
1,12,2,5,"$3,801.00",5707.37
1,12,2,6,"$4,223.00",6341.53
1,12,2,7,"$4,646.00",6975.68
1,12,2,8,"$5,068.00",7609.83
1,12,2,9,"$6,335.00",9512.30
1,12,2,10,"$8,447.00",12683.05
1,12,2,11,"$10,558.00",15853.82
1,12,3,2,"$2,231.00",3349.93
1,12,3,4,"$3,904.00",5862.37
1,12,3,5,"$5,020.00",7537.33
1,12,3,6,"$5,577.00",8374.82
1,12,3,7,"$6,135.00",9212.30
1,12,3,8,"$6,693.00",10049.79
1,12,3,9,"$8,366.00",12562.23
1,12,3,10,"$11,155.00",16749.63
1,12,3,11,"$13,944.00",20937.06
1,12,4,2,"$3,314.00",4976.56
1,12,4,3,"$4,143.00",6220.70
1,12,4,5,"$7,457.00",11197.27
1,12,4,6,"$8,286.00",12441.40
1,12,4,7,"$9,114.00",13685.54
1,12,4,8,"$9,943.00",14929.67
1,12,4,9,"$12,429.00",18662.11
1,12,4,10,"$16,571.00",24882.80
1,12,4,11,"$20,714.00",31103.52
1,12,5,2,"$4,398.00",6603.20
1,12,5,3,"$5,497.00",8253.99
1,12,5,4,"$7,696.00",11555.59
1,12,5,6,"$10,994.00",16508.00
1,12,5,8,"$13,193.00",19809.59
1,12,5,9,"$16,491.00",24761.98
1,12,5,10,"$21,988.00",33015.94
1,12,5,11,"$27,485.00",41269.96
1,12,6,2,"$4,939.00",7416.51
1,12,6,3,"$6,174.00",9270.64
1,12,6,4,"$8,644.00",12978.89
1,12,6,5,"$11,113.00",16687.16
1,12,6,7,"$13,583.00",20395.43
1,12,6,8,"$14,818.00",22249.51
1,12,6,9,"$18,522.00",27811.92
1,12,6,10,"$24,696.00",37082.50
1,12,6,11,"$30,870.00",46353.16
1,12,7,2,"$5,481.00",8229.83
1,12,7,3,"$6,851.00",10287.28
1,12,7,4,"$9,592.00",14402.21
1,12,7,5,"$12,332.00",18517.11
1,12,7,6,"$13,702.00",20574.57
1,12,7,8,"$16,443.00",24689.47
1,12,7,9,"$20,553.00",30861.82
1,12,7,10,"$27,405.00",41149.22
1,12,7,11,"$34,256.00",51436.36
1,12,8,2,"$6,023.00",9043.14
1,12,8,3,"$7,528.00",11303.93
1,12,8,4,"$10,539.00",15825.51
1,12,8,5,"$13,551.00",20347.08
1,12,8,6,"$15,056.00",22607.86
1,12,8,7,"$16,562.00",24868.63
1,12,8,9,"$22,585.00",33911.75
1,12,8,10,"$30,113.00",45215.72
1,12,8,11,"$37,641.00",56519.53
1,12,9,2,"$7,648.00",11483.10
1,12,9,3,"$9,559.00",14353.87
1,12,9,4,"$13,383.00",20095.41
1,12,9,5,"$17,207.00",25836.99
1,12,9,6,"$19,119.00",28707.75
1,12,9,7,"$21,031.00",31578.52
1,12,9,8,"$22,943.00",34449.26
1,12,9,10,"$38,238.00",57415.50
1,12,9,11,"$47,797.00",71769.48
1,12,10,2,"$10,356.00",15549.68
1,12,10,3,"$12,945.00",19437.10
1,12,10,4,"$18,123.00",27211.92
1,12,10,5,"$23,301.00",34986.81
1,12,10,6,"$25,889.00",38874.20
1,12,10,7,"$28,478.00",42761.54
1,12,10,8,"$31,067.00",46648.97
1,12,10,9,"$38,834.00",58311.42
1,12,10,11,"$64,724.00",97185.51
1,12,11,2,"$13,064.00",19616.27
1,12,11,3,"$16,330.00",24520.32
1,12,11,4,"$22,862.00",34328.52
1,12,11,5,"$29,394.00",44136.66
1,12,11,6,"$32,660.00",49040.76
1,12,11,8,"$39,192.00",58848.80
1,12,11,9,"$48,990.00",73560.78
1,12,11,10,"$65,320.00",98081.53
2,1,3,4,$347.00,520.51
2,1,3,5,$446.00,669.23
2,1,3,6,$495.00,743.58
2,1,3,7,$545.00,817.94
2,1,3,8,$594.00,892.30
2,1,3,9,$743.00,1115.38
2,1,3,10,$990.00,1487.17
2,1,3,11,"$1,238.00",1858.96
2,1,3,12,"$1,486.00",2230.75
2,1,4,3,$374.00,561.92
2,1,4,5,$674.00,1011.46
2,1,4,6,$748.00,1123.84
2,1,4,7,$823.00,1236.23
2,1,4,8,$898.00,1348.61
2,1,4,9,"$1,123.00",1685.76
2,1,4,10,"$1,497.00",2247.69
2,1,4,11,"$1,871.00",2809.61
2,1,4,12,"$2,245.00",3371.53
2,1,5,3,$501.00,752.05
2,1,5,4,$701.00,1052.87
2,1,5,6,"$1,002.00",1504.10
2,1,5,7,"$1,102.00",1654.51
2,1,5,8,"$1,202.00",1804.92
2,1,5,9,"$1,503.00",2256.15
2,1,5,10,"$2,003.00",3008.21
2,1,5,11,"$2,504.00",3760.26
2,1,5,12,"$3,005.00",4512.31
2,1,6,3,$564.00,847.12
2,1,6,4,$790.00,1185.96
2,1,6,5,"$1,015.00",1524.81
2,1,6,7,"$1,241.00",1863.66
2,1,6,8,"$1,354.00",2033.08
2,1,6,9,"$1,692.00",2541.35
2,1,6,10,"$2,257.00",3388.47
2,1,6,11,"$2,821.00",4235.58
2,1,6,12,"$3,385.00",5082.70
2,1,7,3,$627.00,942.18
2,1,7,4,$878.00,1319.05
2,1,7,5,"$1,129.00",1695.93
2,1,7,6,"$1,255.00",1884.36
2,1,7,8,"$1,506.00",2261.24
2,1,7,9,"$1,882.00",2826.54
2,1,7,10,"$2,510.00",3768.73
2,1,7,11,"$3,137.00",4710.91
2,1,7,12,"$3,765.00",5653.09
2,1,8,3,$691.00,1037.25
2,1,8,4,$967.00,1452.14
2,1,8,5,"$1,243.00",1867.04
2,1,8,6,"$1,382.00",2074.49
2,1,8,7,"$1,520.00",2281.94
2,1,8,9,"$2,072.00",3111.74
2,1,8,11,"$3,454.00",5186.23
2,1,8,12,"$4,145.00",6223.48
2,1,9,3,$881.00,1322.44
2,1,9,4,"$1,233.00",1851.42
2,1,9,5,"$1,585.00",2380.39
2,1,9,6,"$1,761.00",2644.88
2,1,9,7,"$1,938.00",2909.37
2,1,9,8,"$2,114.00",3173.86
2,1,9,10,"$3,523.00",5289.76
2,1,9,11,"$4,404.00",6612.20
2,1,9,12,"$5,284.00",7934.64
2,1,10,3,"$1,197.00",1797.77
2,1,10,4,"$1,676.00",2516.87
2,1,10,5,"$2,155.00",3235.98
2,1,10,6,"$2,395.00",3595.53
2,1,10,7,"$2,634.00",3955.08
2,1,10,8,"$2,873.00",4314.64
2,1,10,9,"$3,592.00",5393.30
2,1,10,11,"$5,986.00",8988.83
2,1,10,12,"$7,184.00",10786.59
2,1,11,3,"$1,514.00",2273.09
2,1,11,4,"$2,119.00",3182.33
2,1,11,5,"$2,725.00",4091.56
2,1,11,6,"$3,028.00",4546.18
2,1,11,7,"$3,330.00",5000.80
2,1,11,8,"$3,633.00",5455.42
2,1,11,9,"$4,542.00",6819.27
2,1,11,10,"$6,055.00",9092.36
2,1,11,12,"$9,083.00",13638.55
2,1,12,3,"$1,830.00",2748.41
2,1,12,4,"$2,563.00",3847.78
2,1,12,5,"$3,295.00",4947.15
2,1,12,6,"$3,661.00",5496.83
2,1,12,7,"$4,027.00",6046.51
2,1,12,8,"$4,393.00",6596.19
2,1,12,9,"$5,491.00",8245.25
2,1,12,10,"$7,322.00",10993.66
2,1,12,11,"$9,152.00",13742.08
2,3,1,4,$397.00,596.09
2,3,1,5,$510.00,766.40
2,3,1,6,$567.00,851.56
2,3,1,7,$624.00,936.72
2,3,1,8,$681.00,1021.87
2,3,1,9,$851.00,1277.34
2,3,1,10,"$1,134.00",1703.12
2,3,1,11,"$1,418.00",2128.90
2,3,1,12,"$1,701.00",2554.68
2,3,4,1,$502.00,754.18
2,3,4,5,"$1,507.00",2262.54
2,3,4,6,"$1,674.00",2513.94
2,3,4,7,"$1,842.00",2765.33
2,3,4,8,"$2,009.00",3016.72
2,3,4,9,"$2,511.00",3770.90
2,3,4,10,"$3,348.00",5027.87
2,3,4,12,"$5,023.00",7541.81
2,3,5,1,$668.00,1003.54
2,3,5,4,"$1,559.00",2341.59
2,3,5,6,"$2,228.00",3345.12
2,3,5,7,"$2,451.00",3679.64
2,3,5,8,"$2,673.00",4014.15
2,3,5,9,"$3,342.00",5017.68
2,3,5,10,"$4,456.00",6690.25
2,3,5,11,"$5,569.00",8362.81
2,3,5,12,"$6,683.00",10035.36
2,3,6,1,$751.00,1128.22
2,3,6,4,"$1,753.00",2632.50
2,3,6,5,"$2,254.00",3384.65
2,3,6,7,"$2,755.00",4136.79
2,3,6,8,"$3,005.00",4512.86
2,3,6,9,"$3,757.00",5641.07
2,3,6,10,"$5,009.00",7521.43
2,3,6,11,"$6,261.00",9401.79
2,3,6,12,"$7,514.00",11282.15
2,3,7,1,$834.00,1252.89
2,3,7,4,"$1,947.00",2923.42
2,3,7,5,"$2,503.00",3758.68
2,3,7,6,"$2,781.00",4176.31
2,3,7,8,"$3,338.00",5011.57
2,3,7,9,"$4,172.00",6264.47
2,3,7,10,"$5,563.00",8352.62
2,3,7,11,"$6,953.00",10440.78
2,3,7,12,"$8,344.00",12528.93
2,3,8,1,$917.00,1377.57
2,3,8,4,"$2,141.00",3214.33
2,3,8,5,"$2,752.00",4132.71
2,3,8,6,"$3,058.00",4591.91
2,3,8,7,"$3,364.00",5051.09
2,3,8,9,"$4,587.00",6887.86
2,3,8,10,"$6,116.00",9183.81
2,3,8,11,"$7,645.00",11479.76
2,3,8,12,"$9,174.00",13775.72
2,3,9,1,"$1,167.00",1751.61
2,3,9,4,"$2,722.00",4087.08
2,3,9,5,"$3,500.00",5254.82
2,3,9,6,"$3,888.00",5838.69
2,3,9,7,"$4,277.00",6422.55
2,3,9,8,"$4,666.00",7006.42
2,3,9,10,"$7,777.00",11677.37
2,3,9,11,"$9,721.00",14596.71
2,3,9,12,"$11,665.00",17516.05
2,3,10,1,"$1,582.00",2375.00
2,3,10,4,"$3,691.00",5541.66
2,3,10,5,"$4,745.00",7124.99
2,3,10,6,"$5,272.00",7916.65
2,3,10,7,"$5,800.00",8708.32
2,3,10,8,"$6,327.00",9499.99
2,3,10,9,"$7,909.00",11874.99
2,3,10,11,"$13,181.00",19791.63
2,3,11,1,"$1,997.00",2998.39
2,3,11,4,"$4,659.00",6996.24
2,3,11,5,"$5,991.00",8995.17
2,3,11,6,"$6,656.00",9994.62
2,3,11,7,"$7,322.00",10994.09
2,3,11,8,"$7,987.00",11993.56
2,3,11,9,"$9,984.00",14991.94
2,3,11,10,"$13,312.00",19989.25
2,3,11,12,"$19,969.00",29983.84
2,3,12,1,"$2,412.00",3621.78
2,3,12,4,"$5,628.00",8450.81
2,3,12,5,"$7,236.00",10865.34
2,3,12,6,"$8,040.00",12072.60
2,3,12,7,"$8,844.00",13279.86
2,3,12,8,"$9,648.00",14487.11
2,3,12,9,"$12,060.00",18108.89
2,3,12,10,"$16,080.00",24145.20
2,3,12,11,"$20,100.00",30181.48
2,4,1,3,$452.00,678.49
2,4,1,5,$813.00,1221.28
2,4,1,6,$904.00,1356.98
2,4,1,7,$994.00,1492.67
2,4,1,8,"$1,084.00",1628.37
2,4,1,9,"$1,356.00",2035.46
2,4,1,10,"$1,807.00",2713.95
2,4,1,11,"$2,259.00",3392.44
2,4,1,12,"$2,711.00",4070.93
2,4,3,1,$530.00,795.16
2,4,3,5,"$1,589.00",2385.49
2,4,3,6,"$1,765.00",2650.55
2,4,3,7,"$1,942.00",2915.60
2,4,3,8,"$2,118.00",3180.66
2,4,3,9,"$2,648.00",3975.82
2,4,3,10,"$3,530.00",5301.09
2,4,3,11,"$4,413.00",6626.37
2,4,3,12,"$5,296.00",7951.64
2,4,5,1,"$1,046.00",1571.31
2,4,5,3,"$1,744.00",2618.84
2,4,5,6,"$3,488.00",5237.69
2,4,5,7,"$3,837.00",5761.46
2,4,5,8,"$4,186.00",6285.22
2,4,5,9,"$5,232.00",7856.53
2,4,5,10,"$6,976.00",10475.37
2,4,5,11,"$8,721.00",13094.22
2,4,5,12,"$10,465.00",15713.07
2,4,6,1,"$1,176.00",1765.34
2,4,6,3,"$1,959.00",2942.24
2,4,6,5,"$3,527.00",5296.03
2,4,6,7,"$4,311.00",6472.92
2,4,6,8,"$4,703.00",7061.37
2,4,6,9,"$5,878.00",8826.71
2,4,6,10,"$7,838.00",11768.94
2,4,6,11,"$9,797.00",14711.18
2,4,6,12,"$11,757.00",17653.43
2,4,7,3,"$2,175.00",3265.63
2,4,7,5,"$3,915.00",5878.13
2,4,7,6,"$4,350.00",6531.26
2,4,7,8,"$5,220.00",7837.51
2,4,7,9,"$6,525.00",9796.89
2,4,7,10,"$8,699.00",13062.52
2,4,7,11,"$10,874.00",16328.16
2,4,7,12,"$13,049.00",19593.78
2,4,8,1,"$1,434.00",2153.41
2,4,8,3,"$2,390.00",3589.02
2,4,8,5,"$4,302.00",6460.24
2,4,8,6,"$4,780.00",7178.04
2,4,8,7,"$5,258.00",7895.85
2,4,8,9,"$7,171.00",10767.07
2,4,8,10,"$9,561.00",14356.08
2,4,8,11,"$11,951.00",17945.11
2,4,8,12,"$14,341.00",21534.13
2,4,9,1,"$1,822.00",2735.52
2,4,9,3,"$3,036.00",4559.20
2,4,9,5,"$5,465.00",8206.56
2,4,9,6,"$6,073.00",9118.40
2,4,9,7,"$6,680.00",10030.24
2,4,9,8,"$7,287.00",10942.08
2,4,9,10,"$12,145.00",18236.79
2,4,9,11,"$15,182.00",22796.02
2,4,9,12,"$18,218.00",27355.22
2,4,10,1,"$2,468.00",3705.70
2,4,10,3,"$4,113.00",6176.16
2,4,10,5,"$7,404.00",11117.09
2,4,10,6,"$8,226.00",12352.33
2,4,10,7,"$9,049.00",13587.57
2,4,10,8,"$9,872.00",14822.79
2,4,10,9,"$12,340.00",18528.50
2,4,10,11,"$20,566.00",30880.78
2,4,10,12,"$24,679.00",37056.94
2,4,11,1,"$3,114.00",4675.88
2,4,11,3,"$5,190.00",7793.13
2,4,11,5,"$9,342.00",14027.63
2,4,11,6,"$10,380.00",15586.25
2,4,11,7,"$11,418.00",17144.89
2,4,11,8,"$12,456.00",18703.51
2,4,11,9,"$15,570.00",23379.40
2,4,11,10,"$20,760.00",31172.56
2,4,11,12,"$31,140.00",46758.69
2,4,12,1,"$3,760.00",5646.05
2,4,12,3,"$6,267.00",9410.09
2,4,12,5,"$11,281.00",16938.16
2,4,12,6,"$12,534.00",18820.16
2,4,12,7,"$13,787.00",20702.22
2,4,12,8,"$15,041.00",22584.22
2,4,12,9,"$18,801.00",28230.25
2,4,12,10,"$25,068.00",37640.40
2,4,12,11,"$31,335.00",47050.41
2,5,1,3,$622.00,934.06
2,5,1,6,"$1,244.00",1868.12
2,5,1,7,"$1,369.00",2054.93
2,5,1,8,"$1,493.00",2241.74
2,5,1,9,"$1,866.00",2802.18
2,5,1,10,"$2,488.00",3736.24
2,5,1,11,"$3,110.00",4670.30
2,5,1,12,"$3,732.00",5604.36
2,5,3,1,$725.00,1088.37
2,5,3,4,"$1,691.00",2539.52
2,5,3,6,"$2,416.00",3627.89
2,5,3,7,"$2,658.00",3990.68
2,5,3,8,"$2,899.00",4353.47
2,5,3,9,"$3,624.00",5441.84
2,5,3,10,"$4,832.00",7255.78
2,5,3,11,"$6,040.00",9069.74
2,5,3,12,"$7,248.00",10883.68
2,5,4,1,"$1,076.00",1616.30
2,5,4,3,"$1,794.00",2693.83
2,5,4,6,"$3,588.00",5387.66
2,5,4,7,"$3,947.00",5926.43
2,5,4,8,"$4,306.00",6465.20
2,5,4,9,"$5,382.00",8081.49
2,5,4,10,"$7,176.00",10775.33
2,5,4,11,"$8,970.00",13469.16
2,5,4,12,"$10,764.00",16163.00
2,5,6,1,"$1,604.00",2408.20
2,5,6,3,"$2,673.00",4013.66
2,5,6,4,"$3,742.00",5619.12
2,5,6,7,"$5,881.00",8830.05
2,5,6,8,"$6,415.00",9632.79
2,5,6,9,"$8,019.00",12040.98
2,5,6,10,"$10,692.00",16054.64
2,5,6,11,"$13,365.00",20068.31
2,5,6,12,"$16,038.00",24081.94
2,5,7,1,"$1,780.00",2672.16
2,5,7,3,"$2,966.00",4453.60
2,5,7,4,"$4,152.00",6235.04
2,5,7,6,"$5,932.00",8907.21
2,5,7,8,"$7,118.00",10688.65
2,5,7,9,"$8,898.00",13360.80
2,5,7,10,"$11,864.00",17814.42
2,5,7,11,"$14,830.00",22268.00
2,5,7,12,"$17,796.00",26721.61
2,5,8,1,"$1,955.00",2936.13
2,5,8,3,"$3,259.00",4893.55
2,5,8,4,"$4,563.00",6850.97
2,5,8,6,"$6,518.00",9787.09
2,5,8,7,"$7,170.00",10765.80
2,5,8,9,"$9,777.00",14680.64
2,5,8,10,"$13,036.00",19574.18
2,5,8,11,"$16,295.00",24467.71
2,5,8,12,"$19,554.00",29361.25
2,5,9,1,"$2,483.00",3728.03
2,5,9,3,"$4,138.00",6213.38
2,5,9,6,"$8,276.00",12426.74
2,5,9,7,"$9,104.00",13669.42
2,5,9,8,"$9,931.00",14912.11
2,5,9,10,"$16,552.00",24853.49
2,5,9,11,"$20,690.00",31066.90
2,5,9,12,"$24,828.00",37280.19
2,5,10,1,"$3,362.00",5047.85
2,5,10,3,"$5,603.00",8413.09
2,5,10,4,"$7,844.00",11778.33
2,5,10,6,"$11,206.00",16826.18
2,5,10,7,"$12,327.00",18508.78
2,5,10,8,"$13,447.00",20191.41
2,5,10,9,"$16,809.00",25239.27
2,5,10,11,"$28,015.00",42065.41
2,5,10,12,"$33,618.00",50478.54
2,5,11,1,"$4,241.00",6367.68
2,5,11,3,"$7,068.00",10612.80
2,5,11,4,"$9,895.00",14857.94
2,5,11,6,"$14,136.00",21225.61
2,5,11,7,"$15,549.00",23348.17
2,5,11,8,"$16,963.00",25470.70
2,5,11,9,"$21,204.00",31838.41
2,5,11,10,"$28,272.00",42451.13
2,5,11,12,"$42,408.00",63676.83
2,5,12,1,"$5,120.00",7687.51
2,5,12,3,"$8,533.00",12812.51
2,5,12,4,"$11,946.00",17937.54
2,5,12,6,"$17,066.00",25625.06
2,5,12,7,"$18,772.00",28187.51
2,5,12,8,"$20,479.00",30750.02
2,5,12,9,"$25,599.00",38437.59
2,5,12,10,"$34,132.00",51249.99
2,5,12,11,"$42,664.00",64062.73
2,6,1,3,$708.00,1062.38
2,6,1,4,$991.00,1487.34
2,6,1,5,"$1,274.00",1912.29
2,6,1,7,"$1,557.00",2337.24
2,6,1,8,"$1,698.00",2549.72
2,6,1,9,"$2,123.00",3187.15
2,6,1,10,"$2,830.00",4249.53
2,6,1,11,"$3,538.00",5311.92
2,6,1,12,"$4,245.00",6374.30
2,6,3,1,$823.00,1235.51
2,6,3,4,"$1,920.00",2882.85
2,6,3,5,"$2,468.00",3706.52
2,6,3,7,"$3,017.00",4530.19
2,6,3,8,"$3,291.00",4942.03
2,6,3,9,"$4,114.00",6177.53
2,6,3,10,"$5,485.00",8236.71
2,6,3,11,"$6,857.00",10295.88
2,6,3,12,"$8,228.00",12355.06
2,6,4,1,"$1,221.00",1833.58
2,6,4,3,"$2,035.00",3055.97
